"","ID","EARNINGS","S","EXP","BYEAR","AGE","AGEMBTH","HHINC97","POVRAT97","PRMONM","PRMONF","ASVABAR","ASVABWK","ASVABPC","ASVABMK","ASVABNO","ASVABCS","ASVABC","ASVABC4","VERBAL","ASVABMV","HEIGHT","WEIGHT04","WEIGHT11","SF","SM","SFR","SMR","SIBLINGS","JOBS","HOURS","TENURE","CATSE","COLLBARG","SEX","ETHNICITY","EDUCATION","MARITALSTAT","FAITH","METSTAT97","AREA97","CENREG97","HOUSE97","MATSTYLE","PATSTYLE","CATEMP","METSTAT11","CENREG11","AREA11"
"1777",5560,7.85,15,3.826923,1981,30,23,NA,NA,NA,NA,-0.9429865,-0.2643557,-0.9601157,-0.7142597,-1.003911,-0.8845109,-0.8551511,-0.8070225,-0.6533746,21745,60,168,209,12,16,12,16,4,6,40,0.9423077,"No","No","Female","Black","High school diploma","Married, spouse present","Protestant","Not in MSA","Rural","South","Biological mother and father",NA,NA,"Private sector","Not in MSA","West","Rural"
"28",8878,15,19,7.576923,1980,31,28,NA,NA,NA,NA,0.4755392,0.057812,0.485854,0.6619365,0.8040382,-0.5331233,0.4102894,0.4698066,0.2895326,56870,73,175,190,14,14,14,14,2,9,10,4,"No","No","Male","Non-black, non-hispanic","Master's degree","Single, never married","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","North central","Urban"
"580",3065,13,12,11.21154,1981,30,24,21280,169,NA,NA,-0.8662649,-0.7538213,-1.98766,-2.452875,-2.057214,-1.940498,-1.22984,-1.696578,-1.462361,6849,63,120,123,8,12,8,12,0,2,40,4.942307,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North central","Rural"
"650",1810,40.38,17,6.538462,1983,28,28,44500,212,4,1,1.229437,-0.9814392,0.0705408,1.663242,0.8316658,1.18002,0.4249166,0.5539345,-0.4861533,64358,73,240,285,16,16,16,16,3,4,40,5.230769,"No","No","Male","Non-black, non-hispanic","Master's degree","Single, never married","Other","MSA, not central city","Urban","North central","Biological mother and father","Permissive","Authoritative","Government","MSA, not central city","South","Urban"
"290",4852,20.43,18,3.961539,1980,31,27,NA,NA,NA,NA,0.3998832,-0.262048,1.383287,0.3979638,1.671377,1.952249,0.5274199,0.5363907,0.597539,67479,67,148,160,16,14,16,14,1,7,40,3.557692,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Protestant","Not in MSA","Rural","North east","Biological mother and father","Authoritative","Permissive","Private sector","MSA, not central city","North east","Urban"
"915",5302,14.3,14,8.711538,1982,29,28,63000,383,12,10,0.1645329,-0.6912272,0.5680786,0.5288604,0.5351996,0.7500636,0.056138,0.1589432,-0.0660644,63137,64,145,154,12,12,12,12,2,5,32,5.403846,"No","No","Female","Non-black, non-hispanic","Associate's degree","Other single","Protestant","Not in MSA","Rural","North central","Biological mother, other father","Permissive","Authoritative","Missing value","Not in MSA","North central","Unknown"
"771",5843,7.25,15,4.461538,1982,29,25,53000,333,12,2,-0.4950597,0.8784773,0.0743237,-0.4782643,-0.1549122,0.5948448,-0.0106997,-0.0063718,0.5077149,50816,63,165,185,16,16,16,16,1,7,40,0.7884616,"No","No","Female","Black","High school diploma","Other single","Protestant","Not in MSA","Urban","South","Biological mother and father","Authoritarian","Authoritarian","Private sector","MSA, not central city","West","Urban"
"1382",5024,40.38,19,3.384615,1982,29,33,59500,374,11,5,0.7324858,1.084508,0.4813379,0.7069624,0.2402617,0.4742228,0.8323805,0.8403454,0.8346378,81451,63,132,120,13,16,13,16,1,10,40,2.153846,"No","Yes","Female","Non-black, non-hispanic","Master's degree","Married, spouse present","Catholic","Not in MSA","Rural","North east","Biological mother and father","Authoritarian","Authoritarian","Government","Not in MSA","North east","Rural"
"423",3087,16,17,4.673077,1983,28,25,42000,333,12,3,0.4845983,0.4539469,1.129223,0.0423008,-0.7717807,0.1972783,0.7009089,0.5898336,0.843876,71257,68,180,250,12,16,12,16,0,4,40,4.384615,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Rural","North central","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, not central city","North central","Rural"
"738",2342,15,12,12.23077,1981,30,22,28000,150,NA,NA,1.409809,-0.1960582,0.4332964,1.805672,0.4366518,0.8827406,0.8395357,0.9655488,0.1261216,76481,76,185,230,12,12,12,12,3,8,40,1.288462,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","North east","Biological mother and father",NA,NA,"Private sector","MSA, not central city","West","Urban"
"645",1944,7.2,13,4.365385,1984,27,36,34554,217,6,5,0.8432814,0.2136486,0.3988567,-0.4148923,1.031617,-0.3659369,0.6313062,0.2906456,0.326243,70219,72,230,210,20,17,20,17,2,6,50,1.442308,"No","No","Male","Non-black, non-hispanic","High school diploma","Cohabiting","Catholic","MSA, central city","Urban","West","Biological mother and father","Permissive","Uninvolved","Private sector","MSA, central city","South","Urban"
"1463",2592,35.04,18,6.769231,1981,30,31,NA,NA,NA,NA,0.0970173,1.142573,0.9103704,0.8070287,1.699988,-0.5388526,0.6169925,0.8268281,1.094396,81580,66,140,138,19,18,19,18,2,10,45,2,"No","No","Female","Non-black, non-hispanic","Master's degree","Single, never married","Catholic","MSA, not central city","Rural","North central","Biological mother and father",NA,NA,"Private sector","MSA, central city","North central","Urban"
"96",6454,28.57,20,4.519231,1981,30,24,42990,270,NA,NA,1.38317,1.052648,0.7602422,1.574564,0.9234889,-0.5213983,1.257862,1.334339,0.9663807,86211,72,200,205,10,12,14,12,2,5,50,7.134615,"No","Yes","Male","Non-black, non-hispanic","Master's degree","Married, spouse present","Protestant","Not in MSA","Rural","West","Biological mother, other father",NA,NA,"Government","MSA, not central city","South","Urban"
"1996",2456,14,8,7.865385,1982,29,19,6000,38,0,NA,0.1176474,0.5608939,-0.0913733,-0.4909859,0.0902374,0.4633139,0.1932281,0.0262859,0.2499925,53969,62,140,125,12,12,NA,12,4,3,40,5.115385,"No","No","Female","Non-black, non-hispanic","GED","Cohabiting","Protestant","MSA, not central city","Urban","North east","Biological mother only","Uninvolved",NA,"Private sector","MSA, not central city","North east","Urban"
"321",1416,7.25,16,6.211538,1982,29,22,NA,NA,NA,NA,0.6898627,-0.1528151,1.020687,0.8871847,2.352307,1.889582,0.6171628,0.6835352,0.4624243,71954,61,98,105,12,12,NA,NA,0,2,40,5.846154,"No","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Missing value","MSA, not central city","Urban","South","Other",NA,NA,"Private sector","MSA, not central city","West","Urban"
"913",2674,10,15,6.519231,1982,29,23,42702,268,11,11,0.1751886,0.3229909,0.5725269,1.120414,1.576632,0.6730775,0.3419091,0.6125142,0.4771671,66562,65,156,158,13,14,13,14,2,13,40,0.3461539,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, not central city","North central","Urban"
"1590",4379,10.5,16,4.211538,1983,28,33,37500,236,12,11,-0.3913065,0.6110312,-0.7345911,-0.7453768,-0.6299995,-0.4856226,-0.2494487,-0.3532839,-0.0662838,29248,68,132,136,16,14,16,14,2,5,40,3.519231,"No","No","Male","Hispanic","Bachelor's degree","Single, never married","Catholic","MSA, central city","Urban","West","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","South","Urban"
"292",3740,11.81,12,6.615385,1984,27,36,50010,314,9,6,0.2550825,-0.4898158,-0.8255221,0.8137999,0.4072849,-0.7402701,-0.2216952,-0.0695947,-0.7018316,44898,67,118,135,12,12,12,12,3,5,40,5.288462,"No","No","Female","Black","High school diploma","Other single","Protestant","MSA, central city","Urban","South","Biological mother and father","Authoritarian","Uninvolved","Private sector","MSA, central city","West","Urban"
"188",2346,86.54,16,8.942307,1981,30,23,148000,930,NA,NA,1.312842,0.6827031,0.7046392,1.177015,1.289482,-0.5195282,1.102277,1.084331,0.7394457,77774,71,215,220,16,12,16,12,1,5,40,1.519231,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Catholic","MSA, not central city","Urban","North east","Biological mother and father",NA,NA,"Private sector","MSA, central city","North central","Urban"
"252",1119,14.83,18,1.923077,1983,28,28,50000,314,9,3,0.3663192,1.505729,0.7789235,0.2267636,0.2627275,1.100852,0.8286635,0.8046503,1.217961,76267,67,182,250,12,12,12,12,1,9,40,1.096154,"No","No","Female","Hispanic","Master's degree","Single, never married","Catholic","MSA, not central city","Urban","North east","Biological mother and father","Uninvolved","Uninvolved","Non-profit","MSA, not central city","North east","Urban"
"1253",1633,17.88,17,8.5,1980,31,33,119651,623,NA,NA,1.343985,1.529624,0.7549727,1.281053,1.282962,1.484411,1.365946,1.373239,1.217931,90989,63,140,132,12,14,12,14,2,11,40,4.057693,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Catholic","MSA, not central city","Urban","North east","Biological mother and father","Uninvolved","Uninvolved","Non-profit","MSA, not central city","North east","Urban"
"1706",4787,21.8,16,6.211538,1982,29,30,NA,NA,10,7,0.6685511,-0.6252062,-0.012417,0.9348906,1.24526,1.673585,0.1917618,0.269637,-0.3404219,52219,72,190,195,18,15,18,15,1,4,40,3.807692,"No","No","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, not central city","Urban","West","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","South","Urban"
"1179",3772,19,12,9.615385,1983,28,24,62040,390,9,7,0.2171383,0.4368725,0.220669,-0.1241399,0.0429666,-0.157107,0.299571,0.2093954,0.3502598,57196,72,225,220,12,11,12,11,2,3,40,1.673077,"No","Yes","Male","Non-black, non-hispanic","High school diploma","Cohabiting","Catholic","MSA, central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","West","Urban"
"1372",5504,13.35,13,7.884615,1984,27,28,11500,55,11,3,0.4522144,0.3627648,0.4422271,0.6929449,0.0328837,-0.6293104,0.4692794,0.5450837,0.4288917,71931,65,110,130,9,12,9,12,4,1,40,7.269231,"No","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","Not in MSA","Rural","North central","Biological mother and father","Uninvolved","Uninvolved","Private sector","MSA, not central city","North central","Rural"
"1809",8845,12,13,8.134615,1983,28,23,NA,NA,3,NA,0.2565647,1.332708,0.5242615,0.6571769,0.1692508,0.3961331,0.6508245,0.7747018,0.9898874,73447,63,112,123,14,12,14,12,2,4,10,7.826923,"No","No","Female","Hispanic","High school diploma","Single, never married","Catholic","MSA, central city","Urban","North east","Biological mother and father","Uninvolved",NA,"Private sector","MSA, central city","North east","Urban"
"1470",1571,13.5,14,8.846154,1982,29,21,NA,NA,11,11,0.2337954,-1.682679,-0.3093372,0.2479256,-0.463039,0.6447142,-0.4193358,-0.4232562,-1.062689,39541,60,98,95,6,6,6,6,6,5,40,8.846154,"No","No","Female","Hispanic","High school diploma","Other single","Catholic","MSA, central city","Urban","South","Biological mother and father","Authoritarian","Authoritarian","Private sector","MSA, not central city","West","Urban"
"1322",5175,19.5,16,3.365385,1983,28,31,40900,324,10,NA,0.2789418,-0.189188,0.8278542,0.5426827,-1.182781,-0.9026565,0.3283498,0.4080056,0.340194,64603,66,125,130,13,18,NA,18,1,13,20,1.153846,"No","Yes","Female","Non-black, non-hispanic","Bachelor's degree","Cohabiting","Catholic","Not in MSA","Rural","North central","Biological mother only","Permissive",NA,"Private sector","MSA, central city","North central","Urban"
"900",5928,2.74,13,4.615385,1981,30,30,39000,120,NA,NA,-0.0191306,-0.1311756,-0.3829562,-0.0686398,1.260796,0.2553196,-0.1522349,-0.1690597,-0.2745668,34232,66,106,110,10,12,10,12,7,10,20,0.7115384,"No","No","Female","Black","High school diploma","Other single","Protestant","MSA, not central city","Urban","South","Biological mother and father",NA,NA,"Government","MSA, not central city","West","Rural"
"274",6395,19.77,14,9.288462,1982,29,24,39700,250,13,2,0.6962562,-0.3303887,-0.5962489,1.355763,-0.282845,1.23037,0.1275706,0.3142876,-0.4945466,53310,68,210,195,11,16,11,16,3,3,40,7.230769,"No","No","Female","Non-black, non-hispanic","Associate's degree","Other single","Protestant","Not in MSA","Urban","West","Biological mother and father","Permissive","Uninvolved","Private sector","Not in MSA","South","Urban"
"1054",5751,37.5,12,9.903846,1983,28,25,36900,192,10,5,-0.6182746,-0.5659626,-1.220562,-1.318908,-1.556193,-0.9437989,-0.8311428,-1.042637,-0.9531045,16123,73,150,200,12,12,12,12,2,5,40,5.038462,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, not central city","Urban","South","Biological mother and father","Authoritarian","Authoritarian","Private sector","Not in MSA","West","Rural"
"482",1412,25,20,4.5,1982,29,29,97400,612,10,5,0.8358468,1.157359,0.171073,1.479798,1.014123,1.895816,0.8239468,1.019096,0.7080301,84423,68,125,155,17,20,17,20,2,7,36,4.846154,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","South","Biological mother and father","Authoritative","Authoritative","Non-profit","MSA, not central city","West","Rural"
"477",3250,9.32,13,6.711538,1980,31,21,48797,195,NA,NA,0.4169325,0.4345866,0.1600202,1.089169,0.069084,-0.667771,0.3920786,0.5872144,0.3166982,62034,65,130,150,12,12,12,12,3,2,32,4.307693,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","MSA, central city","Urban","North central","Biological mother, other father","Permissive","Permissive","Private sector","MSA, central city","North central","Urban"
"715",2398,15.38,16,6.615385,1982,29,26,24635,132,15,15,-0.0752221,0.7270845,0.1988745,-1.41436,-0.8016652,-0.3757409,0.2126553,-0.1583481,0.4934006,43565,70,157,172,19,14,19,14,3,8,45,3.865385,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","North east","Biological mother and father","Authoritative","Permissive","Private sector","MSA, not central city","West","Urban"
"65",2947,10.64,8,9.461538,1983,28,20,10100,63,7,5,-0.3561425,-0.353102,-0.7012293,-2.414023,-1.436009,-3.765167,-0.4858863,-1.070841,-0.5626428,17531,72,205,215,9,11,9,11,1,11,70,3.615385,"Yes","No","Male","Non-black, non-hispanic","GED","Single, never married","Protestant","MSA, central city","Urban","North central","Biological mother, other father","Permissive","Authoritarian","Private sector","MSA, central city","North central","Urban"
"233",3878,12.5,17,4.846154,1982,29,34,100000,925,6,NA,1.124618,0.7157016,1.249772,0.7006016,0.1922869,0.0802535,1.157697,1.060124,1.04775,85277,71,165,171,16,16,NA,16,1,6,30,4.134615,"No","No","Male","Black","High school diploma","Cohabiting","Catholic","MSA, not central city","Urban","South","Biological mother only","Authoritative",NA,"Private sector","MSA, not central city","West","Urban"
"1003",1012,25,12,10.69231,1983,28,33,62580,334,7,8,0.7808289,1.082284,1.094749,0.9656751,0.9035456,0.9135294,1.026894,1.097298,1.16057,90817,69,130,145,17,12,17,12,2,4,40,5.788462,"No","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, central city","Urban","West","Biological mother and father","Permissive","Permissive","Private sector","MSA, central city","South","Urban"
"1631",3783,21.66,16,4,1982,29,25,NA,NA,12,10,-0.9234219,-0.9188855,-1.091116,-0.7379965,-1.156778,0.3330297,-1.060251,-1.028006,-1.07228,13882,71,185,190,12,14,12,14,1,3,40,3.75,"No","Yes","Male","Black","Bachelor's degree","Single, never married","Protestant","MSA, central city","Urban","South","Biological mother and father","Authoritative","Authoritarian","Government","MSA, not central city","North east","Urban"
"1097",673,38.46,16,6,1982,29,27,60650,280,12,14,0.2103527,0.6462657,0.5981043,0.2373243,0.5536642,0.3514191,0.457094,0.4728582,0.6632019,75099,72,219,210,18,16,18,16,3,7,40,6.634615,"No","No","Male","Black","Bachelor's degree","Married, spouse present","Protestant","MSA, central city","Urban","North central","Biological mother and father","Permissive","Permissive","Non-profit","MSA, central city","North central","Urban"
"168",3332,11.11,12,6.442307,1982,29,20,41500,222,6,4,0.063303,0.2968102,0.0109362,0.0973869,0.6921481,0.4093924,0.1189087,0.1304541,0.163722,57429,71,185,200,10,12,13,12,2,11,54,0.5961539,"No","No","Male","Non-black, non-hispanic","GED","Married, spouse present","Protestant","MSA, not central city","Rural","South","Biological mother, other father","Authoritative","Authoritarian","Private sector","MSA, not central city","West","Urban"
"388",3180,9.94,17,7,1980,31,24,36000,333,NA,NA,1.44628,0.077163,0.9573677,1.841863,1.615488,1.711941,1.078664,1.208989,0.5512995,84894,61,133,140,12,16,12,NA,1,12,60,5.192307,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Single, never married","Protestant","MSA, central city","Urban","North central","Biological father only",NA,"Permissive","Non-profit","MSA, central city","North central","Urban"
"877",3745,24.5,15,1.923077,1984,27,21,43720,274,12,NA,-0.1807387,-0.1062114,-0.1349324,-0.210287,0.6285296,0.4715595,-0.1660369,-0.1775294,-0.1289885,48864,62,180,230,12,13,NA,13,3,2,40,7.288462,"No","Yes","Female","Black","High school diploma","Single, never married","Protestant","MSA, central city","Urban","South","Biological mother only","Authoritarian",NA,"Private sector","MSA, central city","West","Urban"
"35",1820,15.5,16,8.403846,1981,30,23,33000,261,NA,NA,1.218005,1.061754,0.4054948,1.485513,0.6480047,0.6443019,1.072115,1.166481,0.7820582,81111,72,230,230,19,16,NA,16,2,9,36,2,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Single, never married","Jewish","MSA, not central city","Urban","North central","Biological mother only",NA,NA,"Missing value","MSA, not central city","North central","Urban"
"8",268,12.79,14,7.711538,1981,30,26,71100,380,NA,NA,-0.298312,-0.1994731,-0.1905697,-0.4481668,-0.4603616,-1.068405,-0.2715672,-0.3186627,-0.208393,36454,70,175,185,11,11,12,11,3,8,43,0.7884616,"No","No","Male","Hispanic","Associate's degree","Married, spouse present","Catholic","MSA, not central city","Urban","North east","Biological mother, other father",NA,NA,"Private sector","MSA, central city","North east","Urban"
"870",5060,27.04,16,5.826923,1981,30,19,65240,410,NA,NA,0.1982472,0.8249896,0.498908,0.1529277,0.2516768,0.5788482,0.4722942,0.4681082,0.7056121,71568,64,145,166,12,12,12,12,1,4,40,2.461539,"No","No","Female","Non-black, non-hispanic","Associate's degree","Married, spouse present","Catholic","Not in MSA","Urban","North central","Biological mother and father",NA,NA,"Non-profit","MSA, not central city","North central","Rural"
"911",939,34,14,11.28846,1980,31,29,NA,NA,NA,NA,-0.3119227,-0.2563565,0.3401741,0.0237374,0.153823,1.686694,-0.1488371,-0.0578172,0.0443059,41292,64,140,140,16,12,16,12,2,7,40,4.096154,"No","No","Female","Non-black, non-hispanic","GED","Married, spouse present","Missing value","MSA, not central city","Urban","West","Biological mother and father","Authoritarian","Authoritative","Private sector","MSA, central city","South","Urban"
"85",4037,34.4,12,11.65385,1981,30,NA,81000,422,NA,NA,0.5743961,0.0122492,-0.3017758,0.212295,-0.4954772,-0.1825972,0.2356689,0.1384932,-0.15479,50927,71,175,190,13,12,13,12,2,8,50,0.9230769,"No","No","Male","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","MSA, central city","Urban","South","Biological mother and father",NA,NA,"Private sector","MSA, central city","West","Urban"
"247",3962,123.08,12,9.846154,1983,28,25,57000,304,12,12,0.740337,-0.9655031,0.4197279,-0.6139205,0.5535438,-1.922488,0.2564518,-0.1179784,-0.2914415,48853,70,213,215,13,13,13,13,2,1,50,8.173077,"Yes","No","Male","Non-black, non-hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Rural","South","Biological mother and father","Permissive","Permissive","Private sector","MSA, not central city","West","Urban"
"920",2681,9.45,16,7.942307,1981,30,21,24000,190,NA,NA,1.320301,2.476651,1.544245,1.636051,1.187598,-0.5017622,1.83004,1.951821,2.14386,98421,66,185,265,16,16,16,16,0,11,40,6.153846,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","North central","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North central","Urban"
"755",8980,5.25,11,8.730769,1981,30,NA,NA,NA,NA,NA,0.2057063,-0.8221188,-0.4318869,-0.8170925,-1.052545,-0.248986,-0.2319778,-0.5226231,-0.6691245,26461,67,208,210,12,12,12,NA,3,14,30,2,"No","No","Female","Non-black, non-hispanic","High school drop-out","Married, spouse present","Protestant","MSA, not central city","Rural","North central","Biological father only",NA,NA,"Private sector","MSA, not central city","North central","Urban"
"44",5604,25.6,12,4.75,1983,28,20,40000,251,13,11,-0.4403231,-0.6945896,-0.4832654,-0.957403,0.0637392,0.7470898,-0.5660921,-0.721356,-0.6285151,22774,70,180,190,12,12,12,12,2,2,40,0.6346154,"No","Yes","Male","Black","High school diploma","Cohabiting","Protestant","Not in MSA","Rural","South","Biological mother and father","Permissive","Permissive","Private sector","Not in MSA","West","Rural"
"502",3253,7.65,13,4.615385,1984,27,33,NA,NA,9,10,-0.7742655,0.8340177,-0.1438289,-0.5431682,-0.7066867,-0.529883,-0.2363054,-0.1761514,0.3676698,35741,72,165,180,13,16,13,16,1,6,33,0.9423077,"No","Yes","Male","Non-black, non-hispanic","High school diploma","Single, never married","Protestant","MSA, central city","Urban","North central","Biological mother and father","Permissive","Authoritarian","Private sector","MSA, central city","North central","Urban"
"960",2621,20,17,4.903846,1983,28,31,64025,507,11,11,0.3993521,0.5450103,0.4497535,0.4144068,0.4645184,0.8321797,0.4923744,0.5054517,0.5300927,66594,64,155,155,16,18,16,18,1,5,36,1.326923,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","North central","Biological mother and father","Permissive","Authoritarian","Private sector","MSA, central city","South","Urban"
"100",3587,35.39,20,0.4807692,1981,30,34,100000,792,NA,NA,1.343743,1.058339,1.157248,1.38162,-0.6588553,0.9179609,1.34685,1.382002,1.18113,91661,69,194,198,12,14,12,14,2,10,50,4.788462,"No","No","Male","Black","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","South","Biological mother and father",NA,NA,"Government","MSA, not central city","West","Urban"
"246",297,15,12,7.403846,1984,27,28,45000,283,10,8,-1.626728,-1.1136,-0.4429733,-0.5103042,-0.5091822,-2.683935,-1.322173,-1.034214,-0.8304767,17932,69,190,230,14,11,14,11,3,2,40,5.211538,"No","No","Male","Hispanic","High school diploma","Married, spouse present","Protestant","MSA, not central city","Urban","North east","Biological mother and father","Permissive","Permissive","Missing value","MSA, not central city","North east","Urban"
"1615",6111,37,15,7.173077,1981,30,NA,NA,NA,NA,NA,0.5871831,-0.8209805,-0.1705526,1.413424,2.209411,0.5913156,0.0497948,0.2817412,-0.5291539,52076,69,140,170,12,14,12,14,1,6,40,4.269231,"No","Yes","Male","Non-black, non-hispanic","High school diploma","Other single","Missing value","MSA, not central city","Urban","South","Biological mother and father",NA,NA,"Private sector","MSA, not central city","West","Urban"
"1682",1232,26.92,17,5.384615,1983,28,32,246474,1627,10,8,-0.3721262,0.4141067,-0.2119226,0.0157975,1.110447,0.0863186,-0.1493978,-0.0437633,0.1074281,39201,69,160,155,18,17,18,17,1,4,30,3.346154,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","North central","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","North central","Urban"
"363",4664,15,12,8.019231,1984,27,27,NA,NA,13,NA,-1.80681,-0.5956769,-0.7054195,-1.581037,-1.111587,-0.012175,-1.35094,-1.31274,-0.694237,11567,63,160,145,12,12,NA,12,2,1,40,6.980769,"No","No","Female","Non-black, non-hispanic","High school diploma","Cohabiting","Protestant","MSA, central city","Urban","West","Biological mother only","Permissive",NA,"Private sector","MSA, not central city","South","Urban"
"378",2364,16.83,14,7.288462,1983,28,37,NA,NA,15,11,0.2970566,-0.4760375,-0.5777906,-0.020247,0.7109869,-0.4485321,-0.1267683,-0.2180626,-0.5623745,35178,68,148,145,12,12,12,12,2,5,40,5.442307,"No","Yes","Female","Black","High school diploma","Single, never married","Protestant","MSA, central city","Urban","North east","Biological mother and father","Permissive","Permissive","Government","MSA, central city","North east","Urban"
"855",4858,28.85,19,1.365385,1984,27,28,56100,300,12,10,1.681891,1.402025,1.224006,1.123358,0.1228982,0.8795546,1.645471,1.519211,1.40001,97702,69,142,145,17,17,17,17,3,10,50,2.942308,"No","No","Female","Non-black, non-hispanic","Professional degree","Single, never married","Catholic","MSA, not central city","Rural","North east","Biological mother and father","Authoritative","Authoritative","Private sector","MSA, central city","North east","Urban"
"631",8978,23.99,20,4.75,1982,29,24,77530,487,5,2,1.673391,0.9080729,0.9628602,0.6263924,1.175523,1.842206,1.433309,1.166466,0.9973336,87167,72,170,185,12,14,12,14,1,5,40,5.192307,"No","Yes","Male","Non-black, non-hispanic","Master's degree","Cohabiting","Protestant","MSA, not central city","Urban","North central","Biological mother and father","Permissive","Permissive","Government","MSA, not central city","North central","Rural"
"306",3952,17,12,13.25,1980,31,17,72000,375,NA,NA,-0.2298732,-0.3417284,0.6571113,-0.2179725,-0.1841438,-1.091039,-0.0401142,-0.037696,0.1677944,43916,63,125,140,7,10,11,10,4,3,40,4.461538,"No","No","Female","Non-black, non-hispanic","High school diploma","Other single","Protestant","MSA, not central city","Rural","South","Biological mother, other father","Authoritative","Authoritarian","Private sector","MSA, not central city","West","Urban"
"1422",4815,23.08,20,2,1983,28,28,69750,297,12,10,1.550176,2.876232,2.187904,1.463937,1.637181,1.226772,2.24304,2.259915,2.700196,100000,62,150,180,20,20,20,20,4,NA,20,3.692308,"No","No","Female","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Catholic","MSA, not central city","Urban","North east","Biological mother and father","Authoritative","Permissive","Non-profit","MSA, central city","North east","Urban"
"338",1793,15,15,5.826923,1983,28,33,NA,NA,NA,NA,-0.3859787,-0.4840056,0.27516,-1.087799,1.3218,-0.4401166,-0.2699559,-0.4714789,-0.1117646,26292,62,141,160,14,17,14,17,3,10,24,2.615385,"No","No","Female","Black","High school diploma","Married, spouse present","Protestant","MSA, not central city","Urban","North central","Biological mother and father",NA,NA,"Private sector","MSA, not central city","North central","Urban"
"235",4441,17.36,18,3.634615,1984,27,29,122950,974,7,3,0.9157407,1.134527,1.063869,0.9738797,0.4981239,0.6274018,1.106908,1.143324,1.171962,94363,72,230,240,16,18,16,18,3,6,37,1.923077,"No","No","Male","Non-black, non-hispanic","Bachelor's degree","Married, spouse present","Protestant","MSA, not central city","Urban","West","Biological mother and father","Authoritative","Permissive","Private sector","MSA, not central city","South","Urban"
"419",28,14.1,17,5.673077,1983,28,18,13000,82,11,7,-0.6150779,-0.766302,-0.4543518,-1.552137,-0.4831076,-0.4148701,-0.6738929,-0.9486591,-0.6513388,17058,69,175,200,12,12,16,12,4,2,45,5.25,"No","Yes","Female","Black","Bachelor's degree","Single, never married","Protestant","MSA, central city","Urban","North east","Biological mother, other father","Authoritative","Authoritative","Government","MSA, central city","North east","Urban"
"814",2518,9,12,11.44231,1981,30,26,60500,323,NA,NA,-0.2333117,-0.0526335,-0.911185,-0.910384,1.613271,0.7203529,-0.3935103,-0.5903764,-0.5143744,21044,65,220,225,12,15,12,15,3,3,40,8.096154,"No","No","Female","Non-black, non-hispanic","High school diploma","Married, spouse present","Catholic","Not in MSA","Rural","North east","Biological mother, other father",NA,NA,"Private sector","MSA, not central city","North east","Urban"
